id,name,city,address,price_per_night,rating,phone,website
375,Metro Seaside Palace,Vinh,"190 Phan Chu Trinh, Vinh",435767,3.9,088927522,www.metro-seaside-palace.vn
376,Sunrise Resort Nha Trang,Vinh,"83 Nguyễn Thị Minh Khai, Vinh",273025,2.8,032647375,www.sunrise-resort-nha-trang.vn
377,Grand Inn Mekong Breeze,Vinh,"223 Hoàng Văn Thụ, Vinh",250000,2.7,0238-823-1618,www.grand-inn-mekong-breeze.vn
378,City Apartments Sunset,Vinh,"30 Hai Bà Trưng, Vinh",661616,4.9,071104304,www.city-apartments-sunset.vn
379,Palm Hanoi House,Vinh,"119 Nguyễn Văn Cừ, Vinh",483671,4.0,0238-870-1004,www.palm-hanoi-house.com
380,Majestic Apartments Saigon River,Vinh,"208 Nguyễn Trãi, Vinh",456665,4.0,031925661,www.majestic-apartments-saigon-river.vn
381,Emerald Villa Saigon River,Vinh,"116 Lê Lợi, Vinh",400813,4.0,033673867,www.emerald-villa-saigon-river.com.vn
382,Palm Danang House,Vinh,"175 Hai Bà Trưng, Vinh",657732,4.9,088108254,www.palm-danang-house.com.vn
383,Sky Nha Trang Villa,Vinh,"236 Nguyễn Thị Minh Khai, Vinh",636594,4.7,0238-464-2106,www.sky-nha-trang-villa.com.vn
384,Horizon Suites Nha Trang,Vinh,"212 Trần Hưng Đạo, Vinh",593387,4.9,0238-469-5067,www.horizon-suites-nha-trang.com.vn
385,Majestic Lotus Resort,Vinh,"92 Khuê Văn Các, Vinh",385462,3.7,082874115,www.majestic-lotus-resort.com.vn
386,Pearl Nha Trang Lodge,Vinh,"118 Hùng Vương, Vinh",273564,3.0,098972747,www.pearl-nha-trang-lodge.com
387,Majestic Palace Saigon,Vinh,"22 Khuê Văn Các, Vinh",517611,4.6,0238-788-5501,www.majestic-palace-saigon.com.vn
388,Lotus House Mekong,Bắc Ninh,"114 Nguyễn Trãi, Bắc Ninh",441275,4.4,0222-633-8836,www.lotus-house-mekong.vn
389,Royal Azure Inn,Bắc Ninh,"62 Nguyễn Thị Minh Khai, Bắc Ninh",476480,4.2,037904452,www.royal-azure-inn.com.vn
390,Sky Saigon River Lodge,Bắc Ninh,"281 Phan Chu Trinh, Bắc Ninh",303419,3.2,084744013,www.sky-saigon-river-lodge.com.vn
391,Metro Saigon River Villa,Bắc Ninh,"144 Nguyễn Trãi, Bắc Ninh",403814,3.6,099332636,www.metro-saigon-river-villa.vn
392,Golden House Monsoon,Bắc Ninh,"101 Nguyễn Trãi, Bắc Ninh",337529,2.9,0222-209-3893,www.golden-house-monsoon.com.vn
393,Garden Sunset House,Bắc Ninh,"250 Trần Hưng Đạo, Bắc Ninh",355992,3.3,0222-607-2621,www.garden-sunset-house.vn
394,Lotus Mekong Palace,Bắc Ninh,"231 Nguyễn Huệ, Bắc Ninh",467033,4.4,0222-770-5222,www.lotus-mekong-palace.com.vn
395,Grand Saigon River Suites,Bắc Ninh,"295 Ngô Quyền, Bắc Ninh",475583,4.1,084636326,www.grand-saigon-river-suites.vn
396,Palm Bamboo Resort,Bắc Ninh,"147 Nguyễn Trãi, Bắc Ninh",479249,3.7,085317631,www.palm-bamboo-resort.com
397,Majestic Nha Trang Villa,Bắc Ninh,"150 Trần Hưng Đạo, Bắc Ninh",518991,4.3,0222-655-6950,www.majestic-nha-trang-villa.vn
398,Sky Bamboo Apartments,Bắc Ninh,"95 Phan Chu Trinh, Bắc Ninh",466568,4.6,0222-457-2311,www.sky-bamboo-apartments.com
399,Lotus Halong Resort,Bắc Ninh,"281 Lê Duẩn, Bắc Ninh",266889,2.6,0222-285-2702,www.lotus-halong-resort.com.vn
400,Lotus Azure Lodge,Bắc Ninh,"127 Bạch Đằng, Bắc Ninh",488155,4.3,0222-739-3795,www.lotus-azure-lodge.com
401,Royal Villa Mekong Breeze,Bắc Ninh,"277 Nguyễn Thị Minh Khai, Bắc Ninh",585185,4.8,0222-914-9835,www.royal-villa-mekong-breeze.com
402,Sky Rice Field Apartments,Bắc Ninh,"274 Nguyễn Văn Cừ, Bắc Ninh",327512,3.3,0222-291-8239,www.sky-rice-field-apartments.com.vn
403,Mountain Phu Quoc Lodge,Bắc Ninh,"1 Lý Thường Kiệt, Bắc Ninh",465017,3.8,0222-493-8687,www.mountain-phu-quoc-lodge.vn
404,Grand Palace Mekong Breeze,Bắc Ninh,"5 Hai Bà Trưng, Bắc Ninh",572433,4.4,0222-207-9981,www.grand-palace-mekong-breeze.com.vn
405,Pearl Seaside Apartments,Bắc Ninh,"128 Nguyễn Trãi, Bắc Ninh",313230,2.9,0222-587-4614,www.pearl-seaside-apartments.com.vn
406,Majestic Nha Trang House,Bắc Ninh,"140 Hoàng Văn Thụ, Bắc Ninh",363423,3.2,072922121,www.majestic-nha-trang-house.com
407,Sunrise Bamboo Palace,Bắc Ninh,"252 Lê Lợi, Bắc Ninh",250000,3.0,0222-747-1362,www.sunrise-bamboo-palace.com
408,Riverside Phu Quoc Palace,Bắc Ninh,"120 Lý Thường Kiệt, Bắc Ninh",250000,2.7,0222-630-6104,www.riverside-phu-quoc-palace.com.vn
409,Mountain Hanoi Villa,Bắc Ninh,"75 Trần Phú, Bắc Ninh",267324,2.6,0222-681-3975,www.mountain-hanoi-villa.com
410,Golden Hotel Halong,Bắc Ninh,"198 Bạch Đằng, Bắc Ninh",502909,4.4,033038550,www.golden-hotel-halong.vn
411,Riverside Da Lat Palace,Nam Định,"160 Nguyễn Trãi, Nam Định",458183,4.8,033598884,www.riverside-da-lat-palace.vn
412,Silver Hanoi Suites,Nam Định,"121 Nguyễn Huệ, Nam Định",400936,4.1,0228-482-2960,www.silver-hanoi-suites.com.vn
413,Imperial Hanoi Palace,Nam Định,"80 Hoàng Văn Thụ, Nam Định",280618,3.4,0228-293-6544,www.imperial-hanoi-palace.vn
414,Royal Phu Quoc House,Nam Định,"65 Nguyễn Huệ, Nam Định",348094,3.7,0228-860-6690,www.royal-phu-quoc-house.com.vn
415,Pearl Azure Villa,Nam Định,"129 Điện Biên Phủ, Nam Định",509948,4.7,0228-501-9892,www.pearl-azure-villa.vn
416,Garden Hue House,Nam Định,"166 Quang Trung, Nam Định",418232,4.3,091709702,www.garden-hue-house.com
417,Central Mekong House,Nam Định,"233 Quang Trung, Nam Định",250000,2.5,0228-389-1306,www.central-mekong-house.vn
418,Mountain Suites Lotus,Nam Định,"276 Trần Phú, Nam Định",427787,4.5,097275638,www.mountain-suites-lotus.com.vn
419,Metro Resort Halong,Nam Định,"35 Nguyễn Văn Cừ, Nam Định",258745,2.6,0228-232-4310,www.metro-resort-halong.com
420,Garden Hanoi Apartments,Nam Định,"270 Lê Duẩn, Nam Định",444440,4.1,0228-426-2161,www.garden-hanoi-apartments.com
421,Pearl Resort Bamboo,Nam Định,"185 Đồng Khởi, Nam Định",469043,3.9,0228-577-1955,www.pearl-resort-bamboo.vn
422,Golden Danang Lodge,Nam Định,"111 Trần Phú, Nam Định",457578,4.9,072944164,www.golden-danang-lodge.vn
423,Imperial Hue House,Nam Định,"213 Khuê Văn Các, Nam Định",519043,4.4,0228-890-8515,www.imperial-hue-house.vn
424,Metro Inn Hue,Nam Định,"206 Khuê Văn Các, Nam Định",411369,3.8,0228-814-8258,www.metro-inn-hue.com.vn
425,Ocean Lotus Villa,Nam Định,"221 Cách Mạng Tháng Tám, Nam Định",465401,4.6,0228-758-4504,www.ocean-lotus-villa.com.vn
426,Emerald Lodge Saigon River,Nam Định,"230 Nguyễn Thị Minh Khai, Nam Định",437620,4.9,0228-491-1267,www.emerald-lodge-saigon-river.vn
427,Sunrise Lodge Saigon,Nam Định,"114 Hai Bà Trưng, Nam Định",257653,3.0,086669376,www.sunrise-lodge-saigon.vn
428,Sky Inn Halong,Nam Định,"236 Đồng Khởi, Nam Định",286819,3.4,0228-796-5093,www.sky-inn-halong.com
429,Golden Resort Rice Field,Nam Định,"292 Nguyễn Trãi, Nam Định",573683,4.8,072778999,www.golden-resort-rice-field.vn
430,Sky Resort Mango,Nam Định,"296 Đồng Khởi, Nam Định",383476,3.5,084568115,www.sky-resort-mango.com.vn
431,Riverside Suites Saigon,Nam Định,"28 Nguyễn Trãi, Nam Định",263061,3.3,0228-353-6354,www.riverside-suites-saigon.vn
432,Imperial Azure Palace,Nam Định,"295 Hoàng Văn Thụ, Nam Định",346993,3.8,0228-603-3425,www.imperial-azure-palace.com
433,Ocean Rice Field Hotel,Thái Bình,"205 Khuê Văn Các, Thái Bình",266484,3.2,0363-914-3136,www.ocean-rice-field-hotel.com
434,Garden Mekong Breeze Apartments,Thái Bình,"101 Ngô Quyền, Thái Bình",434593,3.9,0363-448-2173,www.garden-mekong-breeze-apartments.com.vn
435,Metro Rice Field Resort,Thái Bình,"212 Nguyễn Huệ, Thái Bình",308668,3.6,0363-808-1396,www.metro-rice-field-resort.com.vn
436,Lotus Palace Phu Quoc,Thái Bình,"23 Nguyễn Thị Minh Khai, Thái Bình",430188,4.8,098752405,www.lotus-palace-phu-quoc.com
437,Royal Phu Quoc Lodge,Thái Bình,"176 Lý Thường Kiệt, Thái Bình",343492,4.2,0363-223-6437,www.royal-phu-quoc-lodge.com
438,Emerald Seaside House,Thái Bình,"281 Lê Lợi, Thái Bình",369998,3.7,0363-915-1301,www.emerald-seaside-house.com.vn
439,Sky House Hanoi,Thái Bình,"88 Lê Lợi, Thái Bình",250000,2.7,081548617,www.sky-house-hanoi.vn
440,Grand Mekong Villa,Thái Bình,"10 Nguyễn Huệ, Thái Bình",317687,3.2,0363-589-9331,www.grand-mekong-villa.vn
441,Riverside Palace Seaside,Thái Bình,"96 Trần Phú, Thái Bình",296811,3.0,0363-929-1352,www.riverside-palace-seaside.com
442,Imperial Lodge Lotus,Thái Bình,"202 Lê Duẩn, Thái Bình",349798,4.4,087405953,www.imperial-lodge-lotus.com
443,Palm Hanoi Lodge,Thái Bình,"16 Nguyễn Trãi, Thái Bình",575474,4.9,0363-549-7436,www.palm-hanoi-lodge.vn
444,Sunrise Azure House,Thái Bình,"117 Hoàng Văn Thụ, Thái Bình",323747,3.5,0363-519-6395,www.sunrise-azure-house.com.vn
445,Emerald Phu Quoc House,Thái Bình,"71 Hùng Vương, Thái Bình",312447,3.3,0363-338-8046,www.emerald-phu-quoc-house.com
446,Horizon Inn Lotus,Thái Bình,"286 Trần Phú, Thái Bình",382292,3.8,0363-349-1483,www.horizon-inn-lotus.com.vn
447,Metro Lodge Bamboo,Thái Bình,"78 Lê Lợi, Thái Bình",364225,4.4,0363-980-5372,www.metro-lodge-bamboo.vn
448,Sky Suites Nha Trang,Thái Bình,"184 Lý Thường Kiệt, Thái Bình",250000,2.7,0363-819-8680,www.sky-suites-nha-trang.vn
449,Horizon Azure Palace,Thái Bình,"71 Lê Duẩn, Thái Bình",250000,2.9,0363-215-5421,www.horizon-azure-palace.com.vn
450,Imperial Suites Da Lat,Thái Bình,"91 Trần Phú, Thái Bình",567378,4.8,078046323,www.imperial-suites-da-lat.com.vn
451,Imperial Hanoi Apartments,Thái Bình,"202 Trần Hưng Đạo, Thái Bình",412915,4.0,0363-737-1630,www.imperial-hanoi-apartments.vn
452,Riverside Hanoi Suites,Thái Bình,"276 Nguyễn Văn Cừ, Thái Bình",343220,3.5,0363-728-1807,www.riverside-hanoi-suites.com
453,Silver Mango Lodge,Hạ Long,"86 Nguyễn Thị Minh Khai, Hạ Long",615094,3.6,0203-729-3330,www.silver-mango-lodge.com.vn
454,Horizon Sunset Resort,Hạ Long,"300 Phan Chu Trinh, Hạ Long",926228,4.8,0203-623-6299,www.horizon-sunset-resort.com.vn
455,Grand Rice Field Suites,Hạ Long,"47 Nguyễn Thị Minh Khai, Hạ Long",511065,3.1,098353024,www.grand-rice-field-suites.com
456,Riverside Villa Danang,Hạ Long,"197 Nguyễn Văn Cừ, Hạ Long",883926,4.3,094877235,www.riverside-villa-danang.com
457,Lotus Inn Hue,Hạ Long,"92 Điện Biên Phủ, Hạ Long",639312,4.4,0203-947-8311,www.lotus-inn-hue.com.vn
458,Horizon Phu Quoc Suites,Hạ Long,"130 Lý Thường Kiệt, Hạ Long",339892,2.5,0203-205-9084,www.horizon-phu-quoc-suites.com
459,Pearl Mekong Breeze Palace,Hạ Long,"227 Cách Mạng Tháng Tám, Hạ Long",400262,2.7,0203-760-5556,www.pearl-mekong-breeze-palace.vn
460,Horizon Da Lat Hotel,Hạ Long,"76 Phan Chu Trinh, Hạ Long",342008,2.6,0203-233-5889,www.horizon-da-lat-hotel.com.vn
461,Majestic Monsoon Inn,Hạ Long,"146 Phan Chu Trinh, Hạ Long",730040,4.0,0203-775-3906,www.majestic-monsoon-inn.com.vn
462,Sky Hanoi Resort,Hạ Long,"166 Hai Bà Trưng, Hạ Long",519216,3.4,0203-637-2063,www.sky-hanoi-resort.com.vn
463,Garden Mekong Villa,Hạ Long,"212 Nguyễn Văn Cừ, Hạ Long",682415,3.8,036859666,www.garden-mekong-villa.com
464,Garden Lodge Monsoon,Hạ Long,"163 Hoàng Văn Thụ, Hạ Long",489913,3.1,097299132,www.garden-lodge-monsoon.vn
465,Horizon Hue Suites,Hạ Long,"100 Hai Bà Trưng, Hạ Long",278508,2.5,038554396,www.horizon-hue-suites.vn
466,Metro Lotus Villa,Hạ Long,"109 Khuê Văn Các, Hạ Long",301473,2.5,0203-269-6042,www.metro-lotus-villa.com.vn
467,Palm Saigon Resort,Hạ Long,"175 Trần Hưng Đạo, Hạ Long",581887,3.5,092986415,www.palm-saigon-resort.com.vn
468,Garden Hotel Phu Quoc,Hạ Long,"80 Lê Duẩn, Hạ Long",808088,4.1,0203-543-8577,www.garden-hotel-phu-quoc.com.vn
469,Royal Lodge Rice Field,Hạ Long,"285 Trần Hưng Đạo, Hạ Long",564462,3.8,081673446,www.royal-lodge-rice-field.com.vn
470,Grand Azure House,Hạ Long,"293 Phan Chu Trinh, Hạ Long",599368,4.0,0203-969-6050,www.grand-azure-house.vn
471,Ocean Lodge Monsoon,Hạ Long,"255 Trần Phú, Hạ Long",798107,4.7,083219603,www.ocean-lodge-monsoon.com.vn
472,Lotus Hanoi Suites,Hạ Long,"228 Trần Phú, Hạ Long",707380,3.8,092946572,www.lotus-hanoi-suites.com.vn
473,Palm Lotus Inn,Hạ Long,"265 Nguyễn Huệ, Hạ Long",624213,4.2,074969558,www.palm-lotus-inn.com
474,Grand Hanoi Resort,Hạ Long,"240 Trần Hưng Đạo, Hạ Long",712279,4.7,081236114,www.grand-hanoi-resort.vn
475,Pearl Da Lat Lodge,Hạ Long,"273 Lê Lợi, Hạ Long",509938,3.3,0203-352-3580,www.pearl-da-lat-lodge.com.vn
476,Riverside Seaside House,Hạ Long,"106 Nguyễn Huệ, Hạ Long",670089,3.9,0203-921-5641,www.riverside-seaside-house.vn
477,Imperial Mango Villa,Hạ Long,"228 Khuê Văn Các, Hạ Long",297767,2.6,032087284,www.imperial-mango-villa.com
478,Majestic Hue Palace,Hạ Long,"183 Hoàng Văn Thụ, Hạ Long",584722,3.3,038738629,www.majestic-hue-palace.vn
479,Sunrise Bamboo Resort,Hạ Long,"159 Nguyễn Thị Minh Khai, Hạ Long",783880,4.2,0203-437-4666,www.sunrise-bamboo-resort.com
480,Lotus Saigon River Apartments,Hạ Long,"170 Phan Chu Trinh, Hạ Long",909438,4.5,0203-230-2070,www.lotus-saigon-river-apartments.com.vn
481,Riverside Bamboo Inn,Hạ Long,"179 Hai Bà Trưng, Hạ Long",583820,4.0,0203-931-2752,www.riverside-bamboo-inn.com.vn
482,Emerald Lodge Seaside,Hạ Long,"206 Nguyễn Thị Minh Khai, Hạ Long",612638,4.0,0203-362-8903,www.emerald-lodge-seaside.com.vn
483,Majestic Rice Field Apartments,Hạ Long,"291 Cách Mạng Tháng Tám, Hạ Long",807264,4.5,0203-878-2276,www.majestic-rice-field-apartments.vn
484,Sky Resort Rice Field,Hạ Long,"238 Hoàng Văn Thụ, Hạ Long",441685,3.3,0203-515-7648,www.sky-resort-rice-field.com
485,Lotus Azure Villa,Bà Rịa,"32 Lê Duẩn, Bà Rịa",384111,2.7,038753403,www.lotus-azure-villa.vn
486,Sunrise Mango Apartments,Bà Rịa,"296 Hoàng Văn Thụ, Bà Rịa",465386,3.6,086835989,www.sunrise-mango-apartments.com.vn
487,Mountain Hotel Sunset,Bà Rịa,"66 Nguyễn Trãi, Bà Rịa",604775,4.6,031006885,www.mountain-hotel-sunset.com
488,Silver Suites Monsoon,Bà Rịa,"202 Ngô Quyền, Bà Rịa",675379,4.1,0254-645-9931,www.silver-suites-monsoon.com
489,Lotus Da Lat House,Bà Rịa,"185 Nguyễn Trãi, Bà Rịa",630171,4.6,092371190,www.lotus-da-lat-house.com
490,Horizon Mekong Breeze Apartments,Bà Rịa,"44 Điện Biên Phủ, Bà Rịa",405173,2.8,077383945,www.horizon-mekong-breeze-apartments.com.vn
491,Palm Bamboo Apartments,Bà Rịa,"116 Quang Trung, Bà Rịa",419262,3.0,0254-948-4878,www.palm-bamboo-apartments.vn
492,Palm Seaside Villa,Bà Rịa,"20 Đồng Khởi, Bà Rịa",630271,3.9,0254-693-2311,www.palm-seaside-villa.com
493,Palm Lodge Bamboo,Bà Rịa,"41 Nguyễn Văn Cừ, Bà Rịa",588149,3.8,0254-845-2279,www.palm-lodge-bamboo.vn
494,Horizon Rice Field Lodge,Bà Rịa,"28 Hoàng Văn Thụ, Bà Rịa",776304,4.8,0254-664-9399,www.horizon-rice-field-lodge.com.vn
495,Sky Apartments Saigon River,Bà Rịa,"149 Hai Bà Trưng, Bà Rịa",411501,2.9,0254-511-5267,www.sky-apartments-saigon-river.com
496,Horizon Hue Hotel,Bà Rịa,"14 Hai Bà Trưng, Bà Rịa",372980,3.2,0254-484-5129,www.horizon-hue-hotel.com
497,Lotus Mekong Hotel,Bà Rịa,"90 Nguyễn Huệ, Bà Rịa",835820,4.8,089273873,www.lotus-mekong-hotel.com.vn
498,Imperial Sunset Hotel,Bà Rịa,"44 Trần Hưng Đạo, Bà Rịa",814857,4.9,078707765,www.imperial-sunset-hotel.com.vn
499,Imperial Inn Da Lat,Bà Rịa,"177 Ngô Quyền, Bà Rịa",293608,2.6,032718602,www.imperial-inn-da-lat.com.vn
500,Garden Seaside Suites,Bà Rịa,"200 Nguyễn Trãi, Bà Rịa",470738,3.7,033958353,www.garden-seaside-suites.com.vn
501,Ocean Hotel Halong,Bà Rịa,"182 Khuê Văn Các, Bà Rịa",765808,4.9,084435429,www.ocean-hotel-halong.com.vn
502,Riverside Rice Field Apartments,Bà Rịa,"124 Nguyễn Thị Minh Khai, Bà Rịa",687766,4.3,0254-545-3947,www.riverside-rice-field-apartments.com.vn
503,Emerald Saigon Resort,Bà Rịa,"211 Lý Thường Kiệt, Bà Rịa",291006,2.7,0254-424-5641,www.emerald-saigon-resort.com.vn
504,Pearl Danang Hotel,Bà Rịa,"112 Hoàng Văn Thụ, Bà Rịa",827598,4.9,031883128,www.pearl-danang-hotel.com.vn
505,Horizon Hue Resort,Bà Rịa,"130 Phan Chu Trinh, Bà Rịa",470634,3.2,0254-664-5528,www.horizon-hue-resort.com.vn
506,Ocean Danang Lodge,Bà Rịa,"196 Đồng Khởi, Bà Rịa",599224,3.5,0254-471-3915,www.ocean-danang-lodge.com.vn
507,Majestic Da Lat Apartments,Bà Rịa,"252 Phan Chu Trinh, Bà Rịa",368496,2.8,0254-828-2740,www.majestic-da-lat-apartments.com.vn
508,Golden Danang Resort,Bà Rịa,"129 Ngô Quyền, Bà Rịa",559779,4.4,0254-868-1014,www.golden-danang-resort.com
509,City Lotus Apartments,Bà Rịa,"2 Ngô Quyền, Bà Rịa",659078,3.8,0254-646-7617,www.city-lotus-apartments.vn
510,Majestic Saigon Apartments,Bà Rịa,"63 Lê Duẩn, Bà Rịa",681532,3.9,0254-898-5961,www.majestic-saigon-apartments.com.vn
511,Royal Resort Saigon River,Bà Rịa,"175 Khuê Văn Các, Bà Rịa",337450,2.7,092801644,www.royal-resort-saigon-river.com.vn
512,Pearl Azure Resort,Bà Rịa,"250 Quang Trung, Bà Rịa",360057,2.7,091364163,www.pearl-azure-resort.com
513,Sky Azure Resort,Bà Rịa,"158 Khuê Văn Các, Bà Rịa",640732,3.7,031376558,www.sky-azure-resort.com
514,Ocean Hotel Azure,Bắc Giang,"109 Nguyễn Huệ, Bắc Giang",469109,4.5,0204-894-9791,www.ocean-hotel-azure.com
515,Sky Danang Hotel,Bắc Giang,"251 Điện Biên Phủ, Bắc Giang",386317,4.1,033483138,www.sky-danang-hotel.com
516,Lotus Lodge Halong,Bắc Giang,"88 Nguyễn Thị Minh Khai, Bắc Giang",378251,4.6,036094613,www.lotus-lodge-halong.com
517,Pearl Azure Villa,Bắc Giang,"295 Nguyễn Huệ, Bắc Giang",340565,3.9,098821746,www.pearl-azure-villa.vn
518,Lotus Halong Lodge,Bắc Giang,"213 Điện Biên Phủ, Bắc Giang",250000,2.9,0204-449-1666,www.lotus-halong-lodge.com
519,Riverside Apartments Hue,Bắc Giang,"250 Lý Thường Kiệt, Bắc Giang",250000,2.7,085268798,www.riverside-apartments-hue.vn
520,Sunrise Mekong House,Bắc Giang,"211 Nguyễn Thị Minh Khai, Bắc Giang",250000,3.1,098349190,www.sunrise-mekong-house.vn
521,Majestic Lodge Saigon River,Bắc Giang,"3 Cách Mạng Tháng Tám, Bắc Giang",322512,3.9,037336929,www.majestic-lodge-saigon-river.vn
522,Palm Da Lat Lodge,Bắc Giang,"100 Đồng Khởi, Bắc Giang",250000,2.8,076093888,www.palm-da-lat-lodge.com
523,Royal Saigon River Lodge,Bắc Giang,"223 Hùng Vương, Bắc Giang",276375,3.1,071442710,www.royal-saigon-river-lodge.vn
524,Royal Inn Hue,Bắc Giang,"249 Lý Thường Kiệt, Bắc Giang",295123,3.8,0204-655-6340,www.royal-inn-hue.com.vn
525,Pearl Villa Nha Trang,Bắc Giang,"167 Nguyễn Huệ, Bắc Giang",250000,3.1,0204-404-7152,www.pearl-villa-nha-trang.com
526,Majestic Mekong Breeze Hotel,Bắc Giang,"75 Cách Mạng Tháng Tám, Bắc Giang",262505,3.0,0204-582-3234,www.majestic-mekong-breeze-hotel.com.vn
527,Pearl Lodge Da Lat,Bắc Giang,"66 Trần Hưng Đạo, Bắc Giang",250000,2.6,0204-313-8627,www.pearl-lodge-da-lat.com.vn
528,Metro Lotus Suites,Bắc Giang,"81 Hai Bà Trưng, Bắc Giang",464183,4.5,096914763,www.metro-lotus-suites.com
529,Metro Palace Da Lat,Bắc Giang,"243 Ngô Quyền, Bắc Giang",415440,4.6,093536362,www.metro-palace-da-lat.com.vn
530,Sky Rice Field Inn,Bắc Giang,"3 Ngô Quyền, Bắc Giang",260306,3.5,035359701,www.sky-rice-field-inn.com.vn
531,Garden Resort Bamboo,Bắc Giang,"124 Lê Duẩn, Bắc Giang",250000,2.7,073233174,www.garden-resort-bamboo.com.vn
532,Silver Danang Hotel,Bắc Giang,"157 Lê Duẩn, Bắc Giang",250000,2.9,0204-797-1399,www.silver-danang-hotel.com.vn
533,Central Apartments Hue,Bắc Giang,"238 Quang Trung, Bắc Giang",336816,4.3,078076454,www.central-apartments-hue.vn
534,Royal Mekong House,Bình Dương,"107 Ngô Quyền, Bình Dương",481781,4.5,036276963,www.royal-mekong-house.com
535,Riverside Bamboo Hotel,Bình Dương,"188 Quang Trung, Bình Dương",318190,2.9,0274-926-4354,www.riverside-bamboo-hotel.com
536,Ocean Halong Palace,Bình Dương,"108 Ngô Quyền, Bình Dương",612269,4.4,0274-473-9250,www.ocean-halong-palace.vn
537,Metro Danang Villa,Bình Dương,"232 Quang Trung, Bình Dương",446755,3.7,0274-926-9714,www.metro-danang-villa.vn
538,Emerald Palace Saigon River,Bình Dương,"97 Trần Phú, Bình Dương",596333,4.7,0274-383-5724,www.emerald-palace-saigon-river.com
539,Riverside Halong Inn,Bình Dương,"78 Lê Duẩn, Bình Dương",610836,4.7,085269870,www.riverside-halong-inn.com
540,Garden Bamboo Hotel,Bình Dương,"97 Hai Bà Trưng, Bình Dương",317899,2.7,0274-732-6503,www.garden-bamboo-hotel.com.vn
541,Sky Lotus Palace,Bình Dương,"272 Ngô Quyền, Bình Dương",577382,4.6,0274-335-6021,www.sky-lotus-palace.com
542,Golden Saigon River Lodge,Bình Dương,"76 Đồng Khởi, Bình Dương",386519,3.4,0274-364-9770,www.golden-saigon-river-lodge.com.vn
543,Lotus Inn Hue,Bình Dương,"60 Bạch Đằng, Bình Dương",250000,2.6,0274-466-7056,www.lotus-inn-hue.com
544,Pearl Hanoi Villa,Bình Dương,"76 Quang Trung, Bình Dương",399090,3.4,0274-508-2990,www.pearl-hanoi-villa.com
545,City Inn Bamboo,Bình Dương,"80 Trần Hưng Đạo, Bình Dương",268023,2.5,087625842,www.city-inn-bamboo.com.vn
546,Silver Inn Rice Field,Bình Dương,"174 Nguyễn Thị Minh Khai, Bình Dương",570413,4.2,097942914,www.silver-inn-rice-field.com.vn
547,Grand Nha Trang Palace,Bình Dương,"48 Quang Trung, Bình Dương",392261,3.3,0274-739-4639,www.grand-nha-trang-palace.com.vn
548,Pearl Seaside Palace,Bình Dương,"263 Trần Phú, Bình Dương",408012,3.5,037826915,www.pearl-seaside-palace.com.vn
549,Sunrise Apartments Saigon River,Bình Dương,"191 Nguyễn Trãi, Bình Dương",250000,2.5,0274-656-2435,www.sunrise-apartments-saigon-river.com
550,Central Apartments Bamboo,Bình Dương,"84 Hai Bà Trưng, Bình Dương",676026,4.5,0274-624-3286,www.central-apartments-bamboo.vn
551,Lotus Da Lat Lodge,Bình Dương,"269 Lê Duẩn, Bình Dương",546902,5.0,071901108,www.lotus-da-lat-lodge.com.vn
552,Horizon Apartments Hue,Bình Dương,"237 Khuê Văn Các, Bình Dương",593099,4.3,0274-390-7254,www.horizon-apartments-hue.com.vn
553,Emerald Mango Lodge,Bình Dương,"287 Lê Duẩn, Bình Dương",483813,4.3,093685917,www.emerald-mango-lodge.vn
554,Horizon Mango Apartments,Bình Dương,"252 Phan Chu Trinh, Bình Dương",656771,4.8,0274-983-5541,www.horizon-mango-apartments.com.vn
555,Majestic Saigon River Palace,Bình Dương,"224 Ngô Quyền, Bình Dương",635611,4.7,0274-910-2959,www.majestic-saigon-river-palace.com.vn
556,Palm Hotel Mekong,Bình Dương,"298 Phan Chu Trinh, Bình Dương",250000,2.6,094653675,www.palm-hotel-mekong.com
557,Golden Saigon River Hotel,Bình Dương,"150 Hai Bà Trưng, Bình Dương",534873,3.8,0274-984-4002,www.golden-saigon-river-hotel.com
558,Lotus House Lotus,Bình Dương,"155 Trần Hưng Đạo, Bình Dương",387536,3.2,0274-747-6761,www.lotus-house-lotus.com
559,Grand Mango Villa,Bình Thuận,"211 Lê Duẩn, Bình Thuận",559556,3.4,0252-358-9247,www.grand-mango-villa.com
560,Pearl House Sunset,Bình Thuận,"283 Khuê Văn Các, Bình Thuận",741965,4.3,0252-278-2909,www.pearl-house-sunset.com
561,Grand Mango Villa,Bình Thuận,"227 Điện Biên Phủ, Bình Thuận",773667,4.7,082765991,www.grand-mango-villa.com
562,Riverside Phu Quoc Suites,Bình Thuận,"65 Hai Bà Trưng, Bình Thuận",477098,3.0,0252-981-2830,www.riverside-phu-quoc-suites.com
563,Grand Apartments Hanoi,Bình Thuận,"56 Hùng Vương, Bình Thuận",342194,2.6,0252-680-2948,www.grand-apartments-hanoi.com.vn
564,Royal Saigon Resort,Bình Thuận,"106 Nguyễn Huệ, Bình Thuận",535685,4.0,031923384,www.royal-saigon-resort.vn
565,Golden Villa Saigon River,Bình Thuận,"257 Phan Chu Trinh, Bình Thuận",735962,4.5,0252-269-2623,www.golden-villa-saigon-river.vn
